"product_name","pnns_groups_1","energy_100g","fat_100g","carbohydrates_100g","sugars_100g","proteins_100g","salt_100g","nutrition.score.fr_100g","kcal","nutriscore"
"P'tit Sacripant Petits Beurre Chocolat au Lait","Sugary snacks",2060,22,67,40,6.3,0.6,26,490.47619047619,"E"
"Barquettes au chocolat et aux noisettes ","Sugary snacks",2046,23,62,46,6.9,0.28,15,487.142857142857,"D"
"Leader Figue","Sugary snacks",1792,14.5,67.6,30,4.9,0.5,20,426.666666666667,"E"
"Galettes suédoises au chocolat et flocons d'avoine","Sugary snacks",2116,25.9,61,40.7,5.2,0.62,22,503.809523809524,"E"
"Gaufrettes chocolat","Sugary snacks",2180,27,60,33,7.2,0.36,19,519.047619047619,"E"
"Gaufrettes fines","Sugary snacks",2056,21,69,36,6.1,0.52,25,489.52380952381,"E"
"palet graines et miel","Sugary snacks",2094,24,63,28,6.6,0.27,17,498.571428571429,"D"
"Petit beurre sablé au sel de Guérande","Sugary snacks",2000,20,67,24,6,1.7,27,476.190476190476,"E"
"Cookies pépites de chocolat et amandes caramélisées","Sugary snacks",2145,28.5,54,33.2,7.8,1.1,21,510.714285714286,"E"
"Cookies pépites de chocolat","Sugary snacks",2077,24.6,61.8,37.2,5.4,1.1,24,494.52380952381,"E"
"Royal biscuit goût tout chocolat","Sugary snacks",1963,18.4,67,32,6.4,0.49,24,467.380952380952,"E"
"Galettes suédoises aux flocons d'avoine ","Sugary snacks",2011,22,65,40,5.4,0.8,27,478.809523809524,"E"
"Biscuit meringués truffés ","Sugary snacks",2243,32.9,51,39.9,7.6,0.35,20,534.047619047619,"E"
"Biscuits meringués au chocolat","Sugary snacks",2274,32.4,52.9,47.6,8.5,0.28,22,541.428571428571,"E"
"fondants caramel","Sugary snacks",2117,26,61,36,6,0.3556,22,504.047619047619,"E"
"Meringues chololat","Sugary snacks",2270,32,54,46,8,0.2794,23,540.47619047619,"E"
"Galets Bretons au beurre frais","Sugary snacks",2226,29.8,59.8,24.5,5.6,0.75,24,530,"E"
"Biscuits sablés au citron et aux amandes","Sugary snacks",2008,21.5,64.1,28,6.5,1.2,16,478.095238095238,"D"
"Petit-beurre","Sugary snacks",1904,14,74,20,6.5,0.89,21,453.333333333333,"E"
"Galettes pur beurre","Sugary snacks",2054,21,68,25,6.5,0.58,23,489.047619047619,"E"
"Cookies chocolat","Sugary snacks",2076,24.4,60,32.2,6.9,0.41,19,494.285714285714,"E"
"Biscuits sésame-épeautre","Sugary snacks",2094,24,60,22,9,0.55,15,498.571428571429,"D"
"Sablés céréales chocolat noir Bio","Sugary snacks",2123,27,57,28,7,0.1778,17,505.47619047619,"D"
"Tartelette framboise à la farine d'épeautre","Sugary snacks",1855,14.5,70.7,38.1,5.3,0.13,19,441.666666666667,"E"
"Florentins aux amandes","Sugary snacks",2274,32,55,40.9,8,0.24,26,541.428571428571,"E"
"Médaillons au coco","Sugary snacks",2335,36,48.4,38.3,8.2,0.2,19,555.952380952381,"E"
"Tartelettes à la fraise","Sugary snacks",1723,10,75,29,4.6,0.6,19,410.238095238095,"E"
"Tartelettes au Citron Pur Beurre","Sugary snacks",1730,11,73,29,4.8,0.62992,19,411.904761904762,"E"
"Tartelettes chocolat noisettes","Sugary snacks",2145,26,61,34,7,0.58,21,510.714285714286,"E"
"Boudoirs aux œufs frais","Sugary snacks",1646,3.2,82,51,7.1,0.08,12,391.904761904762,"D"
"Biscuits sablés à la noix de coco Leader Price","Sugary snacks",2206,30.1,57.5,28.5,5.4,0,22,525.238095238095,"E"
"P'tit Sacripant ","Sugary snacks",2090,23,67,41,5.9,0.8,28,497.619047619048,"E"
"Royal Biscuit Goût Vanille","Sugary snacks",2040,21,69,32,5.3,0.490000000000001,25,485.714285714286,"E"
"Bio biscuits tablette chocolat au lait","Sugary snacks",2189,27.2,61.5,35,7,0.6858,22,521.190476190476,"E"
"Cookies Noix de Coco pépites de chocolat (12 biscuits)","Sugary snacks",2118,28,56,31,5.5,0.38,18,504.285714285714,"D"
"Goûters fourrés au cacao","Sugary snacks",1989,19.4,64,28,9.1,0.6096,12,473.571428571429,"D"
"Biscuits Cacao fourrés parfum vanille","Sugary snacks",2066,22.1,67.7,33.7,5,1.016,25,491.904761904762,"E"
"sablés amande citron bio","Sugary snacks",2022,23,59.7,24.9,8,0.889,24,481.428571428571,"E"
"Sablés éclats au caramel au beurre salé","Sugary snacks",2114,24,67,29.5,4.5,0.75,25,503.333333333333,"E"
"Shortbread recette écossaise","Sugary snacks",2197,29,61,20,4.5,0.6,22,523.095238095238,"E"
"Sablés au café","Sugary snacks",2151,25,65,31,5.8,1,26,512.142857142857,"E"
"Tartelettes Framboise & chocolat noir","Sugary snacks",1925,20.3,62.1,38.1,5.2,0.35,19,458.333333333333,"E"
"Sablés au Chocolat au Lait Bio","Sugary snacks",2075,23,63,26,7.9,0.63,23,494.047619047619,"E"
"Bretzel aux cristaux de sucre","Sugary snacks",2058,22,67,33.7,5.6,0.62,25,490,"E"
"Stick cannelle","Sugary snacks",1969,20.8,64.7,32.3,5.3,0.6,24,468.809523809524,"E"
"Biscuits Fourrés Aux Figues Et Pruneaux (fine Ligne)","Sugary snacks",1494,5.2,71.2,51.5,4,0.46,13,355.714285714286,"D"
"Biscuits Croquants goût Chocolat","Sugary snacks",1840,11.2,76.2,30,6.25,1.06,17,438.095238095238,"D"
"Fine Ligne Gourmandises Fruits Rouges","Sugary snacks",1538,5.5,72.4,49.8,4,0.52,13,366.190476190476,"D"
"Flûtes sésame","Salty snacks",1864,16,55,3.5,17,1.3,7,443.809523809524,"C"
"Chocolat noir - amandes, noisettes et cranberries","Sugary snacks",2250,37.1,42.2,36.4,7.4,0.02,24,535.714285714286,"E"
"Triangles emmental & oignon","Salty snacks",2167,28.8,53,3.6,11.1,2.90000000000001,26,515.952380952381,"E"
"Les Craquines olive/parmesan ","Salty snacks",1964,18.6,58.7,1.5,15,3,25,467.619047619048,"E"
"Les Craquines aux graines","Salty snacks",1884,20.4,46.2,0,15.2,2.2,22,448.571428571429,"E"
"Mélange du monde ","Fruits and vegetables",2693,55.8,11.3,5.2,22.6,0.62,5,641.190476190476,"C"
"Mélange salé","Salty snacks",2576,51,17,5.3,21,0.8,13,613.333333333333,"D"
"Cacahuètes caramélisées","Salty snacks",2162,26.8,50.8,44.6,15.5,0,13,514.761904761905,"D"
"Chips Vitelottes","Salty snacks",2273,36,48,2,5,1.5,10,541.190476190476,"C"
"Chips barbecue","Salty snacks",2217,34,50,1.3,6.4,1.89992,17,527.857142857143,"D"
"Chips croustillantes saveur bolognaise","Salty snacks",2257,34,50,2,6.4,1.905,10,537.380952380952,"C"
"Chips de légumes","Salty snacks",1830,26,39,31,5,0.88,11,435.714285714286,"D"
"Fine Ligne Chips légères","Salty snacks",2016,24,57,0.5,7,0.97,7,480,"C"
"Chips Paysannes","Salty snacks",2301,35,51,0.7,6.2,1.30048,14,547.857142857143,"D"
"Chips à l'ancienne extra fine","Salty snacks",2308,37,48,0.7,5,1.3,9,549.52380952381,"C"
"Chips nature","Salty snacks",2227,34,51,0.5,6,1.30048,14,530.238095238095,"D"
"Chips Nature (Blondes et Croustillantes)","Salty snacks",2227,34,51,0.5,6,1.3,14,530.238095238095,"D"
"Chips extra croquantes","Salty snacks",2096,28,54,0.7,6.2,1.2,8,499.047619047619,"C"
"Chips aux 3 pommes de terre","Salty snacks",1966,22,59,1.2,6.1,1.4,8,468.095238095238,"C"
"Tortilla Chips goût chili","Salty snacks",1979,20,64.4,1.5,6.6,1.6,7,471.190476190476,"C"
"Tortilla chips goût fromage","Salty snacks",1979,20,64.4,1.5,6.6,1.6,7,471.190476190476,"C"
"Sauce Mexicaine pimentée Medium","Fat and sauces",199,0.2,8.8,5.5,1.3,1.8,5,47.3809523809524,"C"
"Sauce mexicaine pimentée","Fat and sauces",192,0.3,8.1,3,1.2,1.8,4,45.7142857142857,"C"
"Sauce Guacamole Avocat & Poivron","Fat and sauces",499,8.1,9.2,2.4,1.7,1.8,6,118.809523809524,"C"
"Soufflés goût cacahuète","Salty snacks",2107,21.5,62.2,2,11.4,2.0701,16,501.666666666667,"D"
"Sticks & Bretzels","Salty snacks",1598,2.7,76.4,2.1,11.1,3,14,380.47619047619,"D"
"Noix de cajou grillées salées","Salty snacks",2577,50,20,5.3,20,0.88,21,613.571428571429,"E"
"Saucisses Cocktail","Salty snacks",1068,23.2,0.6,0.4,11.5,1.524,17,254.285714285714,"D"
"Tuiles Apéro goût bacon","Salty snacks",2208,28,62,4.5,5,1.19888,13,525.714285714286,"D"
"Tuiles apéro goût crème oignon","Salty snacks",2094,27,58,3.5,4.5,1.30048,13,498.571428571429,"D"
"Curves goût fromage","Salty snacks",2011,21.8,61,10.4,8,2.59999999999999,14,478.809523809524,"D"
"Tuiles apéro goût épicé","Salty snacks",2141,27.6,60,7,4,1.2,14,509.761904761905,"D"
"Cacahuètes grillées salées","Salty snacks",2528,46.8,13.8,3.5,25.5,0.98,13,601.904761904762,"D"
"Cacahuètes grillées à sec","Salty snacks",2541,49,12,5.6,27,1,14,605,"D"
"Noix de cajou grillées salées","Salty snacks",2553,48,23,6.6,20,1,15,607.857142857143,"D"
"Mélange Télé","Fruits and vegetables",2205,37.8,30.6,24.9,16.6,1.5,7,525,"C"
"Crackers goût crème oignon","Salty snacks",1640,8.5,70,13.5,6.3,2.99999999999999,16,390.47619047619,"D"
"Crackers goût fromage","Salty snacks",2048,26,57,1.6,5.8,2.8,18,487.619047619048,"D"
"Chipsy Croustillant","Salty snacks",1991,22.5,63,1,3.5,2.4003,17,474.047619047619,"D"
"Cocktail Apéritif (Cacahuète, salé, fromage, bacon)","Salty snacks",2040,22.2,61.3,2.6,8.2,1.8,15,485.714285714286,"D"
"Curves cacahuètes ","Salty snacks",1847,12.6,67.9,1.6,11.3,1.9,14,439.761904761905,"D"
"Rings oignon ","Salty snacks",2024,21.8,62,4.5,7.5,1.6,13,481.904761904762,"D"
"Crac'zie goût cacahuète ","Salty snacks",2058,22.5,57,2,13.7,1.6,15,490,"D"
"Cacahuètes enrobées goût paprika ","Salty snacks",2159,32.8,40.9,7,12.9,2.1,15,514.047619047619,"D"
"Mélange exotique","Fruits and vegetables",1664,10.7,71.1,58.8,1.9,0.1,13,396.190476190476,"D"
"Assortiment crackers","Salty snacks",2118,26.7,55.3,7.2,9.7,1.6,15,504.285714285714,"D"
"Crackers Pizza","Salty snacks",2209,28.5,57,6.6,9.5,1.8,13,525.952380952381,"D"
"Crackers goût fromage à l'emmental","Salty snacks",2184,29,51,6,13,1.8,16,520,"D"
"Tortilla roulée goût fromage ","Salty snacks",2099,26,59,1.5,6,1.6,9,499.761904761905,"C"
"Gaufrettes apéritives tomate et basilic","Salty snacks",1739,19,52,17,8,2,19,414.047619047619,"E"
"Flûtes au fromage ","Salty snacks",2094,27,51,3.5,12,2,20,498.571428571429,"E"
"Tubes goût salé","Salty snacks",2104,28.2,55,4,6,2.1,17,500.952380952381,"D"
"Biscuits saveur Gouda","Salty snacks",2347,34,44,1.6,19,2.1,26,558.809523809524,"E"
"Balls Fromage","Salty snacks",2242,33.4,51.7,3,6.2,2,17,533.809523809524,"D"
"Mini Choux saveur Bleu Noix","Salty snacks",2704,55.5,27,1.3,11.1,1.50114,24,643.809523809524,"E"
"Flûtes tomate olive origan","Salty snacks",1979,20,61,3,10,2,18,471.190476190476,"D"
"Palmiers saveur Olives noires","Salty snacks",2287,33.7,51.7,1.1,8.4,3,26,544.52380952381,"E"
"Mini flûtes fromage","Salty snacks",2148,28,51,3.9,13,1.8,19,511.428571428571,"E"
"Mini choux saveur chèvre poivre","Salty snacks",2753,56.3,29.5,6,9.9,1.3,24,655.47619047619,"E"
"Crackers fromages & graines","Salty snacks",2176,26.3,52.3,0.6,16.1,1.8,16,518.095238095238,"D"
"Biscuits saveur Parmesan","Salty snacks",2166,27.6,52.3,2,14.5,2,24,515.714285714286,"E"
"Petits palmiers aux olives noires","Salty snacks",2286,33.7,51.7,1.1,8.4,3,26,544.285714285714,"E"
"P'tits crackers salés","Salty snacks",1988,18.8,65.8,4.4,8.8,1.8,9,473.333333333333,"C"
"Gaufrettes au sel de Guérande","Salty snacks",2012,25,55,13,8,4.5,22,479.047619047619,"E"
"Jambon Cheddar fondu","Composite foods",1145,14.5,24.2,5.7,10.6,1.8,18,272.619047619048,"D"
"Sucre en poudre","Sugary snacks",1700,0,100,100,0,0,15,404.761904761905,"D"
"Pain d'épices Figues & Raisins","Sugary snacks",1358,2.7,67.1,40.3,4.9,0.62,9,323.333333333333,"C"
"Airelles au naturel","Fruits and vegetables",160,0,7.5,5,0.5,0,-4,38.0952380952381,"A"
"Escargots de Bourgogne 4 douzaines très gros","Fish Meat Eggs",335,1.1,2,0.1,15.1,1.5,1,79.7619047619048,"B"
"Pur jus de tomate","Beverages",64,0,3,2.8,0.5,0.3048,-4,15.2380952380952,"A"
"Lait demi-écrémé stérilisé UHT","Milk and dairy products",197,1.5,4.8,4.8,3.5,0.12,-1,46.9047619047619,"A"
"Energy Drink","Beverages",187,0,11,11,0.1,0.2,15,44.5238095238095,"D"
"Nectar Multifruits Tropical","Beverages",215,0.1,11.8,11.6,0.6,0.0254,14,51.1904761904762,"D"
"Pur jus d'orange Cuba Brésil","Beverages",185,0,10.2,7.7,0,0,3,44.047619047619,"C"
"Nectar d'Orange Banane","Beverages",223,0,13,13,0,0,15,53.0952380952381,"D"
"Nectar 5 agrumes","Beverages",187,0,11,11,0,0,15,44.5238095238095,"D"
"Nectar d'Orange Pêche-Abricot","Beverages",204,0,12,11,0,0,13,48.5714285714286,"D"
"Jus de tomate a basé de concentré","Beverages",69,0,2.7,2.7,0.7,0.5,-3,16.4285714285714,"A"
"Jus d'ananas à base de concentré ","Beverages",213,0,12.5,11.5,0,0,6,50.7142857142857,"C"
"Jus de pamplemousse","Beverages",176,0,9.5,8,0.6,0,2,41.9047619047619,"B"
"Boisson rafraichissante goût fruité","Beverages",143,0,8.4,8.4,0,0.1,11,34.047619047619,"D"
"100 % pur jus de pamplemousse vert","Beverages",208,0.2,11.2,9.8,0.6,0.003556,4,49.5238095238095,"C"
"Nectar multifruits","Beverages",95,0.1,5.1,5,0.3,0.0254,8,22.6190476190476,"C"
"100% pur jus Raisin bio","Beverages",289,0,16,15,1,0,10,68.8095238095238,"C"
"Jus de pomme 100% Pur Jus","Beverages",179,0,10.4,10.2,0,0,3,42.6190476190476,"C"
"Jus de pomme à base de concentré","Beverages",168,0,9.9,9.5,0,0,3,40,"C"
"Jus de pamplemousse, 100% pur jus","Beverages",157,0,8.3,7,0.6,0,1,37.3809523809524,"B"
"100 % jus d'orange","Beverages",167,0,8.8,8.6,0.5,0,2,39.7619047619048,"B"
"Sirop de fraise","Beverages",1438,0,84,84,0,0,20,342.380952380952,"E"
"Sirop de cassis","Beverages",1437,0,84.5,84.5,0,0,20,342.142857142857,"E"
"Cocktail multivitaminé","Beverages",203,0,10.9,9.8,0.6,0,4,48.3333333333333,"C"
"Sirop framboise violette","Beverages",1363,0,80.2,79,0,0.02,20,324.52380952381,"E"
"Nectar Pêche-Poire","Beverages",187,0,11,11,0,0,15,44.5238095238095,"D"
"Cola","Beverages",109,0,6.5,6.5,0,0.0254,9,25.952380952381,"C"
"Cocktail multivitaminé A.C.E","Beverages",188,0,10,9.8,0,0,4,44.7619047619048,"C"
"Sirop grenadine","Beverages",1042,0.1,61,61,0.1,0.00762,20,248.095238095238,"E"
"100% pur jus Mandarine Orange Sanguine","Beverages",197,0,11,11,0.6,0.02,5,46.9047619047619,"C"
"Jus multifruits","Beverages",204,0,12,11,0,0.02,5,48.5714285714286,"C"
"Lait demi-écrémé stérilisé UHT","Milk and dairy products",194,1.55,4.8,4.8,3.2,0.127,0,46.1904761904762,"B"
"Cola 0%","Beverages",9,0,0.5,0.5,0,0,2,2.14285714285714,"B"
"Jus d'orange à base de concentré","Beverages",187,0,11,9,0,0,3,44.5238095238095,"C"
"100% Pur Jus Pomme","Beverages",187,0,11,10,0,0,4,44.5238095238095,"C"
"100% pur jus d'orange","Beverages",196,0,11,10,0.5,0,4,46.6666666666667,"C"
"Cola light allégé en sucres","Beverages",2,0,0.1,0,0.1,0.01,1,0.476190476190476,"B"
"Smoothie Ananas Coco Leader Price","Beverages",260,1.5,11.5,10.9,0.5,0,18,61.9047619047619,"D"
"Boisson à l'eau minérale gazeuse aux arômes naturels menthe","Beverages",0,0,0,0,0,0.08,0,0,"B"
"Jus de pomme à base de concentré","Beverages",171,0.1,9.9,9.5,0.1,0.0254,3,40.7142857142857,"C"
"100 % Pur jus de raisin","Beverages",265,0,15,15,0.6,0.01,9,63.0952380952381,"C"
"Bio lait stérilisé UHT demi-écrémé","Milk and dairy products",192,1.5,4.8,4.8,3.2,0.13,0,45.7142857142857,"B"
"Nectar de Mangue","Beverages",190,0,11,9.9,0,0.03,14,45.2380952380952,"D"
"Nectar fraise","Beverages",187,0,10.8,9.7,0,0.03,14,44.5238095238095,"D"
"Boisson aux jus Kiwi - Pommes Leader Price","Beverages",196,0,11.4,10.3,0,0.0299999999999999,12,46.6666666666667,"D"
"Nectar abricot","Beverages",204,0,11.8,10.6,0,0.03,15,48.5714285714286,"D"
"Oh! saveur citron - citron vert","Beverages",0,0,0,0,0,0.03,0,0,"B"
"Nectar banane","Beverages",188,0,10.9,9.8,0,0.03,14,44.7619047619048,"D"
"Thé glacé Saveur Pêche","Beverages",111,0.1,6.2,5.7,0.1,0.13,8,26.4285714285714,"C"
"Petit Déj' Orange","Beverages",182,0,10,9,0.7,0,3,43.3333333333333,"C"
"100 % pur jus Ananas","Beverages",182,0.1,10.4,9.8,0.3,0.254,5,43.3333333333333,"C"
"Jus d'orange à base de concentré","Beverages",185,0,10.3,9.3,0.6,0.03,4,44.047619047619,"C"
"Pur jus de clémentine","Beverages",196,0,11,10.5,0.5,0,4,46.6666666666667,"C"
"Pur jus d'orange et de clémentine","Beverages",201,0.2,10.6,9.5,0.7,0.0254,4,47.8571428571429,"C"
"Thé glacé saveur mangue","Beverages",107,0,6.3,6.1,0,0.02,9,25.4761904761905,"C"
"thé pêche à l eau de source 33cl","Beverages",97,0,5.7,5.5,0,0.02,8,23.0952380952381,"C"
"Lait demi-écrémé","Milk and dairy products",197,1.5,4.8,4.8,3.5,0.12,-1,46.9047619047619,"A"
"tropical à l'eau de source","Beverages",170,0,10,9.3,0,0,13,40.4761904761905,"D"
"Fraise framboise à l'eau de source","Beverages",158,0,9.3,8.4,0,0,12,37.6190476190476,"D"
"bio jus pruneaux","Beverages",320,0,18,13,0,0,7,76.1904761904762,"C"
"Nectar Pomme à base de concentré","Beverages",151,0.1,8.3,7.5,0.2,0.0299999999999999,9,35.9523809523809,"C"
"Sirop sans sucre framboise cranberry","Beverages",75,0,1.7,1.2,0,0,4,17.8571428571429,"C"
"Lait Demi-Écrémé","Milk and dairy products",194,1.55,4.8,4.8,3.2,0.13,0,46.1904761904762,"B"
"Lait écrémé","Milk and dairy products",136,0,4.8,4.8,3.2,0.13,0,32.3809523809524,"B"
"Lait entier","Milk and dairy products",271,3.6,4.7,4.7,3.4,0.12,1,64.5238095238095,"B"
"Pomme Cassis à l'eau de source","Beverages",173,0.1,9.8,8.8,0.1,0.254,13,41.1904761904762,"D"
"Thé vert Saveur Menthe","Beverages",97,0.1,5.4,5.2,0.1,0.13,8,23.0952380952381,"C"
"Orange acérola source de fibres","Beverages",166,0.2,8.3,8.3,0.7,0.05,2,39.5238095238095,"B"
"Multifruits source de fibres","Beverages",202,0.2,10.5,10.5,0.6,0.0508,3,48.0952380952381,"C"
"100 % Pur jus Orange","Beverages",180,0,10,9.5,0.6,0,3,42.8571428571429,"C"
"Cranberry classic","Beverages",167,0,10,9.3,0,0.01,13,39.7619047619048,"D"
"100% Pur Jus Multifruits","Beverages",179,0,9.8,9.7,0.5,0,3,42.6190476190476,"C"
"Citronnade à l'eau de source","Beverages",117,0,6.9,6.2,0,0,9,27.8571428571429,"C"
"Pur jus d'orange ","Beverages",180,0,10,9.4,0.6,0.03,3,42.8571428571429,"C"
"Limonade traditionnelle","Beverages",136,0,8,8,0,0.01,11,32.3809523809524,"D"
"bio jus multifruits","Beverages",180,0,10,10,0.6,0,3,42.8571428571429,"C"
"Nectar goyave","Beverages",185,0,10.8,9.7,0,0.03,14,44.047619047619,"D"
"Lait entier stérilisé U.H.T","Milk and dairy products",269,3.6,4.8,4.8,3.2,0.132,2,64.0476190476191,"B"
"100 % pur jus orange origine Méditerranée","Beverages",180,0,9.3,9.3,0.7,0,3,42.8571428571429,"C"
"Pur jus orange sans pulpe","Beverages",164,0,10.5,9,0.6,0,2,39.047619047619,"B"
"Pur Jus multifruits","Beverages",213,0,11.9,10.2,0.6,0,5,50.7142857142857,"C"
"Pur jus Ananas","Beverages",206,0,11.7,10.1,0,0.4,5,49.047619047619,"C"
"Pur jus pamplemousse blanc","Beverages",164,0.4,8.2,7.3,0.6,0,1,39.047619047619,"B"
"Pur Jus de pomme","Beverages",209,0,12,10,0,0,4,49.7619047619048,"C"
"Pur Jus de Pommes","Beverages",192,0.1,11.1,10,0.1,0,4,45.7142857142857,"C"
"Pur jus orange","Beverages",203,0,11,9,0.7,0,3,48.3333333333333,"C"
"Multifruits Bio 100% Pur Jus","Beverages",180,0,10,10,0.6,0,3,42.8571428571429,"C"
"Sirop de fraise","Beverages",1343,0,79,77,0,0.01,20,319.761904761905,"E"
"Sirop de grenadine","Beverages",1377,0,81,80,0,0.01,20,327.857142857143,"E"
"Sirop de thé pêche","Beverages",1224,0,72,70,0,0.01,20,291.428571428571,"E"
"Sirop de Menthe","Beverages",1210,0,71.1,71.1,0,0,20,288.095238095238,"E"
"Boisson lactée au cacao","Beverages",297,1.4,11,10.8,3.4,0.12,18,70.7142857142857,"D"
"Cola Stevia","Beverages",111,0,6.5,6.5,0,0.02,9,26.4285714285714,"C"
"Chocolats fraîcheur lait","Sugary snacks",2808,57,36,35,4.5,0.11,25,668.571428571429,"E"
"Beurre moulé cristaux de sel (80 % MG)","Fat and sauces",2980,80,0.5,0.5,0.7,3,28,709.52380952381,"E"
"Beurre moulé demi-sel bio","Fat and sauces",2980,80,0.5,0.5,0.7,2,26,709.52380952381,"E"
"Camembert de caractère (21 % MG)","Milk and dairy products",1100,21,0,0,19,1.4,14,261.904761904762,"D"
"Emmental Râpé","Milk and dairy products",1536,28,1.8,0,27,0.88,12,365.714285714286,"D"
"Fromage de brebis","Milk and dairy products",1137,23,0.8,0.8,16,2.8,18,270.714285714286,"D"
"Yaourts à la grecque nature","Milk and dairy products",443,8.9,3.8,2.5,2.9,0.1,6,105.47619047619,"C"
"Lait BIO demi-écrémé","Milk and dairy products",192,1.5,4.8,4.8,3.2,0.13,0,45.7142857142857,"B"
"Faisselle","Milk and dairy products",341,6,3.5,3,3.5,0.1,2,81.1904761904762,"B"
"Crème fleurette entière (30 % MG)","Milk and dairy products",1204,30,3,3,2.5,0.08,13,286.666666666667,"D"
"Lait frais demi-écrémé pasteurisé","Milk and dairy products",195,1.6,4.8,4.8,3.2,0.1,0,46.4285714285714,"B"
"Lait frais entier pasteurisé","Milk and dairy products",269,3.6,4.8,4.8,3.2,0.1,2,64.0476190476191,"B"
"Burrata","Milk and dairy products",943,19.2,1.1,1.1,12.6,0.28,7,224.52380952381,"C"
"Crème fraîche épaisse (30% MG)","Milk and dairy products",1183,30,1.9,1.9,2.4,0.05,13,281.666666666667,"D"
"Emmental Français Râpé","Milk and dairy products",1532,29,0,0,27,0.7,12,364.761904761905,"D"
"Cancoillotte nature (9 % MG)","Milk and dairy products",537,9,0,0,12,1.6,7,127.857142857143,"C"
"Ossau-Iraty","Milk and dairy products",1690,34,1.5,0.5,23,1.7,17,402.380952380952,"D"
"Emmental français râpé ","Milk and dairy products",1532,29,0,0,27,0.7,12,364.761904761905,"D"
"Gâche tranchée pur beurre et crème fraîche ","sugary-snacks",1432,12,50,12,8.1,1.1,17,340.952380952381,"D"
"100% Pur Jus de Pommes","Beverages",170,0,10,9.7,0,0.03,3,40.4761904761905,"C"
"Œufs de Lompe Rouges","Salty snacks",290,3.1,1.6,0,8.7,5,5,69.0476190476191,"C"
"Œufs de Lompe Noirs","Salty snacks",290,3.1,1.6,0,8.7,5.3,5,69.0476190476191,"C"
"100% Pur Jus d'Orange","Beverages",172,0,9.4,8.7,0.7,0.03,2,40.9523809523809,"B"
"Spécial sandwich complet","Cereals and potatoes",1057,4,42,6,8.4,1.1,-2,251.666666666667,"A"
"Special Sandwich nature","Cereals and potatoes",1158,4,50,7.2,8,1.1,0,275.714285714286,"B"
"Tarama aux œufs de cabillaud fumés","Fish Meat Eggs",2259,56,5.4,0.8,5.6,1.7,16,537.857142857143,"D"
"Tzatziki Fromage Frais et Concombre","Fat and sauces",522,9.6,2.6,2.6,7.2,0.9,0,124.285714285714,"B"
"Carottes râpées","Composite foods",367,5.9,6.8,4.8,0.7,0.83,2,87.3809523809524,"B"
"Mini Blinis","Salty snacks",1107,9.8,36.4,8.5,6.1,1.8,9,263.571428571429,"C"
"8 Feuilles de Brick","Cereals and potatoes",1201,1.6,60,2,6,3.1,10,285.952380952381,"C"
"Allumettes nature","Fish Meat Eggs",1016,19,1.4,0.7,17,2.3,20,241.904761904762,"E"
"Allumettes fumées","Fish Meat Eggs",1036,20,1.4,1.2,16,3.39999999999999,20,246.666666666667,"E"
"Pizza Chèvre Lardons Pâte Fine","Composite foods",949,8.2,28,3.5,10,1.1,4,225.952380952381,"C"
"Pizza chorizo pâte fine","Composite foods",1012,9.8,27,3.2,10,1.2,9,240.952380952381,"C"
"Pizza jambon fromages","Composite foods",930,6.7,29,3.7,9.9,1.5,8,221.428571428571,"C"
"Piémontaise au jambon","Composite foods",455,6,8.5,0.5,4.5,0.75,0,108.333333333333,"B"
"Taboulé oriental","Composite foods",714,6,24,5,4,0.9,2,170,"B"
"Carottes râpées","Composite foods",250,3,6,5,1,0.6,0,59.5238095238095,"B"
"Céléri rémoulade","Composite foods",467,10,3.5,1.5,1,1,2,111.190476190476,"B"
"Concombres à la crème","Composite foods",369,8.5,1.5,1.5,1,0.75,4,87.8571428571428,"C"
"Coleslaw","Composite foods",440,8,6.5,5.5,1,0.8,3,104.761904761905,"C"
"Penne au Poulet","Composite foods",773,10,17.5,2,5.5,1,4,184.047619047619,"C"
"Torti au surimi","Composite foods",722,10,15.5,4,4.5,0.9,4,171.904761904762,"C"
"Betteraves rouges","Composite foods",224,1.5,7,6,1.5,0.55,-6,53.3333333333333,"A"
"Saucisse de Morteau cuite","Fish Meat Eggs",1280,27,0.5,0.5,16,1.8,20,304.761904761905,"E"
"Quenelles Lyonnaises Nature","Cereals and potatoes",878,12,18,11,7.5,0.84,12,209.047619047619,"D"
"Riz niçois au thon","Composite foods",507,3.5,17,1.5,4.5,0.9,0,120.714285714286,"B"
"Extra-mie nature","Cereals and potatoes",1022,2.5,47,7.5,7.6,1.1,4,243.333333333333,"C"
"Pain de mie nature","Cereals and potatoes",1247,6,51.1,6,7.5,1.5,1,296.904761904762,"B"
"Pain tranché au seigle","Cereals and potatoes",933,1.2,42.2,3.4,7.1,1.2,-2,222.142857142857,"A"
"Salade composée","Composite foods",85,0,2.7,2.7,0.9,0.02,-2,20.2380952380952,"A"
"Mélange de jeunes pousses","Fruits and vegetables",89,0,2.9,0.8,1.5,0.1,-6,21.1904761904762,"A"
"Mélange gourmand","Fruits and vegetables",105,0,2.9,2.6,1.8,0.1,-8,25,"A"
"Bouquets de mâche","Fruits and vegetables",122,0,3.6,3.6,2,0.01,-8,29.047619047619,"A"
"Laitue Iceberg","Fruits and vegetables",81,0,3,2,0.9,0.03,-6,19.2857142857143,"A"
