"product_name","pnns_groups_1","energy_100g","fat_100g","carbohydrates_100g","sugars_100g","proteins_100g","salt_100g","nutrition.score.fr_100g","kcal","nutriscore"
"Bisque de Homard","Composite foods",181,2.1,3,0.7,3.1,0.58,1,43.0952380952381,"B"
"Deglet Nour Dates","Fruits and vegetables",1178,0.5,63.3,57.2,1.7,0.029972,2,280.47619047619,"B"
"Schoko-bons","Sugary snacks",2401,36.6,52.5,52.2,8.3,0.28,28,571.666666666667,"E"
"Céréales Gourmandes Blé Maïs Soja","Cereals and potatoes",1564,6.4,55,4.3,18,0,-1,372.380952380952,"A"
"Heudebert la tartine Blé complet","Cereals and potatoes",1653,7.3,66,5.9,14,1.4,8,393.571428571429,"C"
"La Choucroute du temps retrouvé","Composite foods",568,11,1.6,0,6.8,1.30048,2,135.238095238095,"B"
"Morue salée séchée","Fish Meat Eggs",329,0,0,0,19,3.5,5,78.3333333333333,"C"
"Croissants","sugary-snacks",1835,25,45,7.2,7.5,1.08,17,436.904761904762,"D"
"Pains au chocolat","sugary-snacks",1815,23,47,11,8.4,0.9,17,432.142857142857,"D"
"Pyramide Décongelé X 2  Croustillant Chocolat","Sugary snacks",1541,27,25,21,45,0.133,18,366.904761904762,"D"
"Craquant Décongelé Fruits Rouge X 2","Sugary snacks",944,8.7,33,28,2.6,0.081,13,224.761904761905,"D"
"Casino filet de merlan pané","Composite foods",897,8.8,20,0.88,13.6,0.345,-2,213.571428571429,"A"
"Emmental français","Milk and dairy products",1495,28,0.1,0.1,27,0.7,12,355.952380952381,"D"
"Dinde farcie","Composite foods",755,10.1,3,2.9,18.9,0.55,3,179.761904761905,"C"
"Comté au lait cru - Affiné 10 mois minimum ","Milk and dairy products",1714,34,0.8,0.5,26,0.8,13,408.095238095238,"D"
"Le  Rochebaron","Milk and dairy products",1416,30,0.5,0.5,18,1.9,17,337.142857142857,"D"
"Jambon cru de Pays","Fish Meat Eggs",1151,19,1,1,25,5.5,20,274.047619047619,"E"
"Emmental au lait cru","Milk and dairy products",1632,31,1,0.5,27.5,0.4,10,388.571428571429,"C"
"La Pintade Les Éleveurs de nos Régions","Fish Meat Eggs",821,13,0,0,20,0.1,0,195.47619047619,"B"
"L'Extra Tendre Filet de Poulet Mariné","Fish Meat Eggs",436,1.6,0,0,21.9,0.77,-1,103.809523809524,"A"
"Cuisses de poulet rôties","Fish Meat Eggs",722,10.3,0.8,0.8,19.2,1.5,5,171.904761904762,"C"
"Cuisses de Poulet Rôties ","Composite foods",741,11,1.1,0.7,19,1.41,5,176.428571428571,"C"
"grignottes de poulet à la mexicaine","Fish Meat Eggs",903,12.5,2.1,1.1,23.6,1.4,11,215,"D"
"Grignottes de poulet à la mexicaine","Fish Meat Eggs",903,12.5,2.1,1.1,23.6,1.4,10,215,"C"
"Lièvre mariné","Fish Meat Eggs",509,2.7,2.4,1.2,21.8,0.4,-3,121.190476190476,"A"
"Véritable andouillette de Troyes","Composite foods",976,18,0.5,0.5,18,1.9,18,232.380952380952,"D"
"Viande des Grisons","Fish Meat Eggs",818,3.4,0.5,0.5,40,4.4,13,194.761904761905,"D"
"Reblochon de Savoie au lait cru (25% MG)","Milk and dairy products",1238,25,0,0,18,1.4,14,294.761904761905,"D"
"jus d'ananas bio","Beverages",223,0.5,13.2,11.9,0.5,0.002,6,53.0952380952381,"C"
"Tranches d'ananas au jus 0240000011859","Fruits and vegetables",242,0,13.1,13.1,0.3,0,-3,57.6190476190476,"A"
"Saucisse Antillaise","Fish Meat Eggs",1297,28.36,2.91,1.69,12.59,1.58,19,308.809523809524,"E"
"Jambon fumé supérieur","Fish Meat Eggs",479,3.7,0.6,0.6,20.1,2.3,12,114.047619047619,"D"
"Boule bio Campanière","Cereals and potatoes",1013,0.8,48.9,2,7.4,1.5,5,241.190476190476,"C"
"Pain complet bio Campanière","Cereals and potatoes",979,1.3,43.3,2.6,8.5,1.4,3,233.095238095238,"C"
"Biscuits p'tit dej bio","Sugary snacks",1889,19.7,63.1,19.8,6.9,0.83,11,449.761904761905,"D"
"Emmental","Milk and dairy products",1551,29.5,0.5,0.5,27,0.64,11,369.285714285714,"D"
"Morue salée séchée prédécoupée","Fish Meat Eggs",329,0,0,0,19,3.5,5,78.3333333333333,"C"
"Saucisse de volaille","Fish Meat Eggs",847,14.2,1.5,1,17.4,1.5,3,201.666666666667,"C"
"Fromage Frais nature","Milk and dairy products",293,3,4.4,4.4,6,0.2286,-1,69.7619047619048,"A"
"2 Galettes de Céréales à la Provencale","Composite foods",521,2.2,20.5,1.6,4.1,0.75,-1,124.047619047619,"A"
"Poulet Cuit Fumé Prêt à Consommer","Fish Meat Eggs",771,11.2,1,1,20.4,1.43,5,183.571428571429,"C"
"Comté AOP Bio (34 % MG) ","Milk and dairy products",1740,34,0.6,0.5,27,1.27,13,414.285714285714,"D"
"Filet mignon de porc ","Fish Meat Eggs",586,4,0.2,0.2,25.8,0.46,-1,139.52380952381,"A"
"Filet mignon de porc extra tendre fumé délicatement","Fish Meat Eggs",590,4,0.2,0.2,25.8,0.46,-1,140.47619047619,"A"
"reblochon de savoie A.O.P.","Milk and dairy products",1410,28.2,0.7,0.2,19.4,1.4,13,335.714285714286,"D"
"2 Tournedos dans le Filet","Fish Meat Eggs",476,2.3,0,0,23,0.17,-4,113.333333333333,"A"
"1 Faux-Filet persillé & savoureux","Fish Meat Eggs",633,7,0,0,22,0.2,-1,150.714285714286,"A"
"Bifteck","Fish Meat Eggs",476,2.3,0,0,23,0.17,-4,113.333333333333,"A"
"1 Bifteck","Fish Meat Eggs",465,2,0,0,23,0.2,-4,110.714285714286,"A"
"2 Biftecks","Fish Meat Eggs",476,2.3,0,0,23,0.17,-4,113.333333333333,"A"
"2 pavés ***","Fish Meat Eggs",465,2,0,0,23,0.2,-4,110.714285714286,"A"
"2 Bavettes d'Aloyau","Fish Meat Eggs",551,5.7,0,0,20,0.19,-2,131.190476190476,"A"
"2 Faux-Filets de Bœuf","Fish Meat Eggs",622,6.7,0,0,22,0.16,-3,148.095238095238,"A"
"Palette d'Alsace à la Diable Rôtie","Composite foods",698,8.1,0.5,0.4,22.9,1.6,11,166.190476190476,"D"
"Cocktail de fruits","Fruits and vegetables",262,0.1,14,14,0.3,0.1524,-4,62.3809523809524,"A"
"Casino Bio - Maïs doux","Cereals and potatoes",377,2.4,12,4.2,2.9,0.4318,-9,89.7619047619048,"A"
"Gaufrettes aux Framboises","Sugary snacks",1530,1.1,84,38,3.6,0.36,13,364.285714285714,"D"
"100 % pur jus Orange","Beverages",193,0.1,10.8,10,0.3,0.03,4,45.9523809523809,"C"
"Huile d'Olive Vierge Extra Classico","Fat and sauces",3700,100,0,0,0,0,11,880.952380952381,"D"
"extra virgin cocos","Fat and sauces",3768,100,0,0,0,0,15,897.142857142857,"D"
"teriyaki","Fat and sauces",418,0,13.33,13.33,6.67,10.33018,8.36059300489711,99.5238095238095,"C"
"French's Smooth & Spicy","Fat and sauces",435,6.5,6.3,1.3,5.2,4.064,6,103.571428571429,"C"
"Pure premium Clémentine 100% pur jus","Beverages",211,0,10.4,10.4,0.6,0,4,50.2380952380952,"C"
"2 Garlic Baguettes","Cereals and potatoes",1406,15.3,41.3,2.4,6.8,1.15,15,334.761904761905,"D"
"Parmigiano reggiano parmesan affiné 22 mois râpé frais","Milk and dairy products",1618,28,0,0,33,1.6,15,385.238095238095,"D"
"Le Carré (27% MG)","Milk and dairy products",1365,27,0,0,21,1.6,15,325,"D"
"Atomic","Sugary snacks",1700,6.2,83.9,65.4,0.5,0.0127,21,404.761904761905,"E"
"Pain Grillé au blé complet ","Cereals and potatoes",1618,4.1,71.7,6.3,11.2,1.5,6,385.238095238095,"C"
"Crispy cacao & cinnamon kale chips","Salty snacks",1816,26.6,29.6,22.2,19.1,1.05,13,432.380952380952,"D"
"Grand Arôme","Beverages",1575,3.9,71,67,7.5,0.03,17,375,"D"
"Craquelins au Son d'Avoine","Salty snacks",1800,19,52.4,0,9.52,2.18,16,428.571428571429,"D"
"Green Tea with Ginseng and Honey","Beverages",122,0,7.5,7.08,0,0.0106,10,29.047619047619,"C"
"Arizona Half & Half, Iced Tea & Mango","Beverages",88,0,5.83,5.42,0,0.01016,7,20.952380952381,"C"
"Iced Tea with Lemon Flavour","Beverages",126,0,9,8.7,0.02,0.01,11,30,"D"
"Ici tea peach flavor","Beverages",116,0,8.3,8,0.01,0.01,10,27.6190476190476,"C"
"Green tea with honey","Beverages",96,0,6.8,6.7,0.01,0.01,9,22.8571428571429,"C"
"Pomegranate Green Tea","Beverages",129,0,9,8.7,0.02,0.01,11,30.7142857142857,"D"
"Lite Half Ice-Tea & Half Lemonade","Beverages",84,0,6,5.7,0.02,0.01,7,20,"C"
"Original Green tea with honey","Beverages",96,0,6.8,6.7,0.01,0.01,9,22.8571428571429,"C"
"Green tea pomegranate","Beverages",130,0,9,8.7,0.02,0.01,11,30.952380952381,"D"
"Arizona Lite Half Iced Tea & Half Lemonade","Beverages",84,0,6,5.7,0.02,0.01,7,20,"C"
"Mucho mango","Beverages",143,0,8.9,8.6,0.01,0.01,11,34.047619047619,"D"
"Watermelon","Beverages",146,0,8.9,8.9,0.01,0.01,11,34.7619047619048,"D"
"Strawberry Lemonade","Beverages",147,0.02,9.1,8.8,0.04,0.01,11,35,"D"
"Crunchy Peanut Butter","Cereals and potatoes",592,51,22,8,20,1,13,140.952380952381,"D"
"beurre de cacahuète creamy peanut butter","Cereals and potatoes",2616,50,22,9,25,1.03124,17,622.857142857143,"D"
"Chargrilled Vegetable & Basil Pesto","Composite foods",859,7.8,24.9,3.8,7.7,0.98,1,204.52380952381,"B"
"Wholemeal pittas enriched with extra virgin olive oil","Cereals and potatoes",1075,2.6,45,4.4,10,0,-7,255.952380952381,"A"
"Th Dundee orange marmalade","Sugary snacks",1145,0,67,66.7,0.3,0,13,272.619047619048,"D"
"Homard Américain Cuit","Fish Meat Eggs",410,0.6,1.3,0,20.5,1.2,1,97.6190476190476,"B"
"Corn Flakes","Cereals and potatoes",1530,0,83.3,10,6.67,1.61,13,364.285714285714,"D"
"Torsettes aux Insectes - Curcuma","Cereals and potatoes",1601,4.5,65.9,2.7,17.1,0.18,-1,381.190476190476,"A"
"Raspberry, White Chocolate and Pistachio Crumbles","Sugary snacks",1824,21.9,52.1,26,6,0.8,23,434.285714285714,"E"
"Choc Chunk Shortbread","Sugary snacks",2231,30.1,58.4,25.3,6.4,0.762,22,531.190476190476,"E"
"Vanilla Crunch Granola","Cereals and potatoes",1840,12,78,34,8,0.381,8,438.095238095238,"C"
"Coca-Cola Zero","Beverages",0,0,0,0,0.28,8.59,10,0,"C"
"Homard américain cuit congelé dans l'eau salé","Fish Meat Eggs",410,0.6,1.3,0,20.5,1.2,1,97.6190476190476,"B"
"Homard Américain Cru Blanchi","Fish Meat Eggs",390,1.5,0.5,0,19,0.825,-1,92.8571428571428,"A"
"Dessert Végétal Nature","Sugary snacks",543,11.5,5.8,2.5,1.2,0.05,11,129.285714285714,"D"
"Pim's Orange","Sugary snacks",1670,12,68,56,4,0.356,20,397.619047619048,"E"
"Palets aux Perles de Chocolat","Sugary snacks",2210,29.1,60,23.6,7.27,0.739,19,526.190476190476,"E"
"Boisson de mango","Beverages",296,0,17.5,16.2,0,0.0529,20,70.4761904761905,"E"
"Sea Salt & Balsamic Vinegar hand cooked Crisps","Salty snacks",2173,30.4,52.8,1.9,6.7,1.83,12,517.380952380952,"D"
"Mediterranean chips","Salty snacks",2119,32.9,48.4,13.6,4.3,0.889,9,504.52380952381,"C"
"100 % cacao","Sugary snacks",1603,21,17.3,0.4,18.1,0.3556,10,381.666666666667,"C"
"Banana Ketchup","Fat and sauces",700,0,26.7,26.7,0,3.22,17,166.666666666667,"D"
"Instant Noodles Soup - Vegetable Flavor","Composite foods",1866,20,55.38,3.08,9.23,4.318,8.36059300489711,444.285714285714,"C"
"Véritable Ketchup Américain","Fat and sauces",494,0,23.5,23.5,0,2.39,16,117.619047619048,"D"
"Ginger ale","Beverages",165,0,10.1,10.1,0,0,13,39.2857142857143,"D"
"Canne Cola","Beverages",188,0,11.5,11.5,0,0,15,44.7619047619048,"D"
"Carambar Mystery","Sugary snacks",1665,5.2,85,57.5,0.7,0.05,18,396.428571428571,"D"
"Aveia Original 58% de Cereais","Sugary snacks",2030,16.5,75.5,26,6.7,1.35,20,483.333333333333,"E"
"Les Poissons Sauvages - Le Haddock","Fish Meat Eggs",363,0.2,0.7,0.3,20.2,3,11,86.4285714285714,"D"
"Filets d'anchois marinés à l'ail","Fish Meat Eggs",665,8.5,0.8,0.5,19.9,2.1,11,158.333333333333,"D"
"Huile de coco","Fat and sauces",2937,93,0,0,0,0,13,699.285714285714,"D"
"Choco Stix","Sugary snacks",2090,23.3,63.3,36.7,6.67,0.635,22,497.619047619048,"E"
"Coconut drink","Beverages",274,3.64,7.88,6.36,0.303,0.462,19,65.2380952380952,"E"
"Tas Brand Coconut Juice - Young Coconut Juice","Beverages",142,0.2,7.9,7.7,0.1,0.06,11,33.8095238095238,"D"
"Korean BBQ Original Sauce - Kalbi Marinade","Fat and sauces",698,0,38,38,2.4,4.4,8.36059300489711,166.190476190476,"C"
"Bonne nuit","Beverages",17,0,0,0,0,0,1,4.04761904761905,"B"
"Allure Mango","Beverages",293,0,18,18,0,76.2,30,69.7619047619048,"E"
"Comfort Watermelon + Peach","Beverages",122,0,7.5,7.5,0,0.0423,10,29.047619047619,"C"
"BOPS barbecue","Salty snacks",1790,12.5,75,3.57,7.14,3.08,11,426.190476190476,"D"
"Rockstar Energy Drink","Beverages",227,0,13.3,12.9,0,0.037,8.36059300489711,54.047619047619,"C"
"Nougat Bar","Sugary snacks",1611,9.7,69,46,5.1,0.1,15,383.571428571429,"D"
"Plantain Chips Pacific sea salt","Salty snacks",2239,32.1,60.7,7.1,1,1,16,533.095238095238,"D"
"Barre de Chocolat aux Amandes NewTree","Sugary snacks",2020,40,30,26.7,10,0.127,16,480.952380952381,"D"
"Soba noodles","Cereals and potatoes",1490,1.78,70.2,0,11.8,2.22,9,354.761904761905,"C"
"Vegetable Pasta Bake with Broccoli & Petit Pois","Composite foods",473,3.8,14.5,1.7,4.4,0.45,0,112.619047619048,"B"
"Fruit + Compote de fruits Pomme Fraise","Fruits and vegetables",273,0.1,15.1,14.1,0.4,0.01,-2,65,"A"
"Noisettes Grillées Noir","Sugary snacks",2356,41.4,39.3,37,6.6,0.008,25,560.952380952381,"E"
"100% pur jus Orange Sanguine de Sicile","Beverages",190,0,10.5,10.5,0.7,0.02,4,45.2380952380952,"C"
"vivaloe","Beverages",105,0,6,6,0,0.0049999999999999,8,25,"C"
"Vivaloé Honeydew Aloe","Beverages",122,0,7.5,6.67,0,0.00529,10,29.047619047619,"C"
"Young Baby Corn Medium","Cereals and potatoes",92.6,0,3.7,0,1.48,0.452,-6,22.047619047619,"A"
"Natural vanilla flavored pudding","Milk and dairy products",345,1.76,12.9,8.24,2.35,0.179,2,82.1428571428571,"B"
"Aeroshot Chocolate","Sugary snacks",1281,8,53,43,10,0.89154,14,305,"D"
"Lemon Puff","Sugary snacks",1850,14.8,67,1.1,9.5,1.1,12,440.47619047619,"D"
"Panettone classico ","Sugary snacks",1506,14,54,24,8,0.4826,14,358.571428571429,"D"
" Ginger drink ","Beverages",1687,0,99,91,0,0.02,20,401.666666666667,"E"
"Chamallow","Sugary snacks",1411,0.5,80,68,3.5,0.0254,14,335.952380952381,"D"
"Chocolat au Lait de Madagascar","Sugary snacks",2452,40,45.3,40,10.7,0.1,25,583.809523809524,"E"
"Vita coco","Beverages",75,0,4.55,5,0,0.02,7,17.8571428571429,"C"
"Eau de Coco Naturelle","Beverages",75,0,5,5,0,0.02,7,17.8571428571429,"C"
"Natural Coconut Water with Pineapple","Beverages",100,0,6,6,0,0.03,8,23.8095238095238,"C"
"Mini Sour JELLY BEANS","Sugary snacks",1582,1,90.9,57.7,0.1,0.08,14,376.666666666667,"D"
"Mini Fruity JELLY BEANS","Sugary snacks",1588,1,90.9,60.6,0.1,0.0499999999999999,14,378.095238095238,"D"
"Pasta-Älgar ","Cereals and potatoes",1500,1.5,72,3,12,0,-1,357.142857142857,"A"
"Sauce pour nems","Fat and sauces",837,0,47.9,47.5,2,6.46,22,199.285714285714,"E"
"Cider Päron","Beverages",171,0,9.9,9.9,0,0.01,13,40.7142857142857,"D"
"Munsbit","Fruits and vegetables",1449,2.1,74,69,1.3,0.05,9,345,"C"
"Thon entier au naturel Albacore","Fish Meat Eggs",456,1,0,0,25,1,0,108.571428571429,"B"
"Activia","Milk and dairy products",261,3.44,4.4,4.4,3.44,0.122,0,62.1428571428571,"B"
"Lentilles vertes","Cereals and potatoes",1292,1.1,37,2,25.8,0.02,-2,307.619047619048,"A"
"Dimes apricot","Beverages",231.4,0.2,13.1,13.1,0.32,0.0071882,7,55.0952380952381,"C"
"Special Flakes Chocolate","Cereals and potatoes",1716,6.7,73,16.5,11.5,0.55,8,408.571428571429,"C"
"Riz Basmati Complet","Cereals and potatoes",1537,2.6,72.3,0.5,10.8,0,-5,365.952380952381,"A"
"Cookie snack","Sugary snacks",2192,32.2,48.9,21.3,8,0.4,9,521.904761904762,"C"
"Les Surgelés - Fondant au Chocolat ","Sugary snacks",1967,31.8,40.4,29.7,4.9,0.06,21,468.333333333333,"E"
"Schovit","Sugary snacks",1600,3.1,79.9,78,4.5,0.5842,12,380.952380952381,"D"
"Madeleines Amande","Sugary snacks",2176,29.6,57.4,29.5,5.4,0.83,25,518.095238095238,"E"
"Mesclun (5/6 portions)","Fruits and vegetables",75,0.5,0.5,0.18,2.2,0.174,-8,17.8571428571429,"A"
"Crusti Croc Classique","Salty snacks",2298,34.9,51.8,0.5,5.3,1.2,14,547.142857142857,"D"
"Knäckebröd Flerkorn","Cereals and potatoes",1500,6.5,57,2.3,11,1.4,11,357.142857142857,"D"
"Chips salées","Salty snacks",2092,27,56,0.8,8.3,1.3,13,498.095238095238,"D"
"Sockerfria Kakor Havre","Sugary snacks",2060,33,51,0.4,4.8,1,20,490.47619047619,"E"
"Choklad Mörk ","Sugary snacks",2320,39,37,31,8,0,22,552.380952380952,"E"
"Les Crozets, Génépi","Cereals and potatoes",1550,2.7,71,2.8,13,0.10414,-4,369.047619047619,"A"
"Riz Cantonais","Composite foods",839,5.3,30,1.7,7,1.35,3,199.761904761905,"C"
"12 crevettes apéritives","Salty snacks",1120,16.3,16.6,5.5,13.5,1.6764,17,266.666666666667,"D"
"L'Original Tartare, Ail & Fines Herbes (12 Portions) - (32,2 % MG)","Milk and dairy products",1400,32,3.33,3.33,9.33,1,13,333.333333333333,"D"
"Sill Dill","Fish Meat Eggs",870,9.6,19,18,11,2.99999999999999,17,207.142857142857,"D"
"Cocktail pomme groseille ","Beverages",175,0.02,9.9,9.1,0.3,0.0254,3,41.6666666666667,"C"
"Knäckebröd Råg","Cereals and potatoes",1400,2.9,60,2.2,10,1.4,5,333.333333333333,"C"
"Godis Julkola","Sugary snacks",1800,9.8,79,66,3.4,0.55,22,428.571428571429,"E"
"Rostad Lök","Fruits and vegetables",2339,43,38,11,6,1.5,16,556.904761904762,"D"
"Knäckebröd dill","Cereals and potatoes",1699,7.5,69,2.8,15,3.6,16,404.52380952381,"D"
"Marmelad Apelsin & Fläder","Sugary snacks",1126,0,66,62,0,0.050038,12,268.095238095238,"D"
"Kakor hallon ","Sugary snacks",1990,19,71,37,4.2,0.53,25,473.809523809524,"E"
"Ekologiskt Iste talllsmak","Beverages",80,0,4.6,4.5,0,0,6,19.047619047619,"C"
"Noix de cajou grillées pauvres en sel","Salty snacks",2504,46,30,5,15,0.3,18,596.190476190476,"D"
"Haricots verts extra-fins, cueillis et rangés mains","Fruits and vegetables",78,0,2,1,1.5,0.762,-5,18.5714285714286,"A"
"Orange Pamplemousse à la Framboise","Beverages",182,0.2,9.2,8.8,0.6,0.04,2,43.3333333333333,"B"
"Chocolat Saveurs de Fêtes","Sugary snacks",2257,39.8,31.5,23.6,7.3,0.0168,16,537.380952380952,"D"
"Moutarde douce","Fat and sauces",544,4.2,18,15,5.8,1.8,11,129.52380952381,"D"
"Pepparkaka","Sugary snacks",1946,17,72,33,5.4,1.2,25,463.333333333333,"E"
"Choklad Ljus","Sugary snacks",2167,27,61,60,5.8,0.17,26,515.952380952381,"E"
"Sarrasin Soufflé au Miel Bio","Cereals and potatoes",1657,3.8,82,27.6,5.2,0.03,7,394.52380952381,"C"
"Dryck Lingon","Beverages",151,0,9.1,8.9,0.5,0,12,35.9523809523809,"D"
"Köttbullar med Potatismos Och Gräddsås","Composite foods",660,10,8.6,2.1,8.1,1.1,3,157.142857142857,"C"
"Ketchup","Fat and sauces",500,0.5,28,21,1.2,3,15,119.047619047619,"D"
"Pepparkaka citrus","Sugary snacks",1907,15,74,35,5.4,1.1,23,454.047619047619,"E"
"Chokladkrokant Bredbar","Sugary snacks",2300,33,61,59,2.8,0.2,24,547.619047619048,"E"
"Amandes grillées pauvres en sel","Salty snacks",2559,53,10,4.9,21,0.3,13,609.285714285714,"D"
"Glace à la Vanille de Madagascar ","Milk and dairy products",1766,4.2,14,13,1.4,0.06,9,420.47619047619,"C"
"Galettes doubles au chocolat","Sugary snacks",2117,26,61,41,5.2,0.63,27,504.047619047619,"E"
"Dryck Julmust","Beverages",162,0,9.3,9.3,0,0,13,38.5714285714286,"D"
" moutarde au moût de raisin ","Fat and sauces",936,8.2,29,22,5.1,4.6,18,222.857142857143,"D"
"Skorpor kardemumma","Cereals and potatoes",1684,8.4,69,8.9,10,0.75,12,400.952380952381,"D"
"Cider Äpple","Beverages",171,0,9.9,9.9,0,0.01,13,40.7142857142857,"D"
"Munsbit apple and strawberry","Fruits and vegetables",1514,2,77,70,1.1,0.0499999999999999,9,360.47619047619,"C"
"Ekologisk Sas Tomat","Fat and sauces",310,3.5,8.5,5.5,1.5,0.83058,4,73.8095238095238,"C"
"Finest Dark chocolate","Sugary snacks",2365,42,32,27,9.8,0.01,22,563.095238095238,"E"
"Pommes Frites Sauce","Fat and sauces",791,15,11.8,7.8,0.5,2,11,188.333333333333,"D"
"Royal Cheese","Composite foods",1070,13.5,17.4,4.83,15.5,1.26,13,254.761904761905,"D"
"Best Stawberry-cheesecake","Milk and dairy products",1120,15.4,29.7,23.7,2.11,0.141,18,266.666666666667,"D"
"Brasserie burger","Cereals and potatoes",1151,5,49,4.5,7.5,1.1938,2,274.047619047619,"B"
"palmier pur beurre","Sugary snacks",2004,19.3,67.5,22.8,8.1,1.0668,22,477.142857142857,"E"
"Best vanille/Amande/Caramel au beurre salé","Milk and dairy products",1090,15.8,25.6,24.8,3.5,0.178,16,259.52380952381,"D"
"Sushi Maki Kawaï","Composite foods",169,6.02,21.8,4.84,6.11,1.43,4,40.2380952380952,"C"
"Coca Cola","Beverages",180,0,10.6,10.6,0,0,14,42.8571428571429,"D"
"Mayonnaise","Fat and sauces",404,10.6,0.03,0.01,0.2,0.2,1,96.1904761904762,"B"
"Orangina","Beverages",179,0,10.2,10.2,0.1,0,13,42.6190476190476,"D"
"Ciabatta rustica schar sans gluten","Cereals and potatoes",1140,8.2,39.6,3.6,5.8,3.05,13,271.428571428571,"D"
"Bifidus brassé aux fruits","Milk and dairy products",429,2.9,14.7,14.2,4.1,0.127,3,102.142857142857,"C"
"lacti pause nature sucré","Milk and dairy products",284,1.6,10.5,10.5,2.7,0.1016,1,67.6190476190476,"B"
"Chips Saveur Foie Gras","Salty snacks",2248,34,51,1,5,1.89992,11,535.238095238095,"D"
"Sauce salade","Fat and sauces",761,19.1,2,1.1,1,2.39776,13,181.190476190476,"D"
"Grenadine 0% sucre","Beverages",68,0.1,1.1,1.1,0.1,0.1905,-1,16.1904761904762,"A"
"Big Mac","Composite foods",964,12,19,3.9,12,1,4,229.52380952381,"C"
"Croque McDo","Composite foods",1140,10.4,28.4,5.47,14.7,2,14,271.428571428571,"D"
"Tomato Ketchup","Fat and sauces",480,0.5,26.5,20.5,2,3.5,15,114.285714285714,"D"
"Double concentré de tomate Bio (28%) (Voir 3478820003186)","Fruits and vegetables",404,1,16.8,14.3,4.8,1.05918,1,96.1904761904762,"B"
"Pizza Géante Chorizo","Composite foods",961,9.1,27.5,2.5,8.9,1.2192,2,228.809523809524,"B"
"Lait demi-écrémé (1,2 % MG)","Milk and dairy products",192,1.5,4.8,4.8,3.2,0.1143,0,45.7142857142857,"B"
"Le Lait Entier","Milk and dairy products",269,3.6,4.8,4.8,3.2,0.1016,2,64.0476190476191,"B"
"Lait stérilisé UHT demi-écrémé ","Milk and dairy products",192,1.5,4.8,4.8,3.2,0.1143,0,45.7142857142857,"B"
"Lait Entier ","Milk and dairy products",269,3.6,4.8,4.8,3.2,0.1143,2,64.0476190476191,"B"
"Mini Yop, Goût Fraise","Milk and dairy products",324,1.3,12.4,12,2.8,0.2794,2,77.1428571428571,"B"
"Suprême Chicken Bacon","Composite foods",993,10.1,23.7,3.49,12.1,1.43,5,236.428571428571,"C"
"Cheeseburger","Composite foods",1060,10.8,25,6.08,13.3,1.42,13,252.380952380952,"D"
"Hamburger","Composite foods",1020,8.38,28.6,6.29,12.4,1.24,10,242.857142857143,"C"
"Royal Deluxe","Composite foods",1010,14.1,14.1,2.64,13.7,0.925,11,240.47619047619,"D"
"Royal Bacon","Composite foods",1071,13,17,4.1,17,0.81,11,255,"D"
"Double Cheese","Composite foods",1081,14,18,4.5,15,1.5,14,257.380952380952,"D"
